Date,Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Critical_Cases,Case_Fatality_Rate (%),Recovery_Rate (%)
2020-04-08,South Africa,467726.0,676.0,25947.0,,465012.0,59962.0,7532.0,4.253099563671303,81.1359015752739
2020-04-07,Russia,505897.0,7250.0,45534.0,366.0,681138.0,97435.0,8092.0,6.137188624436451,32.137448660711456
2020-07-24,Italy,935004.0,7813.0,13520.0,774.0,212213.0,23161.0,,0.897774582110783,18.565526326843074
2020-08-12,USA,114360.0,4090.0,44711.0,995.0,411775.0,402039.0,,5.184062985289427,39.58411054579592
2020-08-08,South Africa,,5723.0,22805.0,811.0,282701.0,486184.0,5384.0,5.1486423244551,12.405362234132
2020-02-22,India,589306.0,9552.0,30444.0,928.0,887524.0,33089.0,5615.0,6.28645240613703,47.02168447400632
,Brazil,397243.0,2686.0,20143.0,112.0,777508.0,322994.0,5506.0,2.4464563853046375,67.55541546463064
2020-04-22,India,765192.0,8382.0,10292.0,959.0,436997.0,283197.0,2995.0,0.20641483245866343,36.88486197227478
2020-03-06,China,136817.0,9034.0,42844.0,163.0,,116381.0,3638.0,3.24857506725605,17.36114959407108
2020-11-22,Italy,,8526.0,16017.0,3.0,221525.0,17447.0,7517.0,3.985811925256968,45.31974821044765
2020-12-15,Russia,611272.0,7689.0,25323.0,,484689.0,,3284.0,6.3574105468042665,76.24892324768155
2020-11-13,Germany,894415.0,1110.0,41423.0,,,,8362.0,9.301718622752514,
2020-10-26,Brazil,814883.0,578.0,41713.0,920.0,544863.0,58820.0,4341.0,2.0338552278351782,7.0937122023444825
2020-09-03,Italy,355887.0,61.0,22320.0,744.0,,,9831.0,6.873336287683399,31.811073943283873
2020-07-29,South Africa,857906.0,386.0,8774.0,601.0,253947.0,117949.0,616.0,0.9740090937326984,41.505278740387595
2020-02-20,South Africa,,9361.0,2205.0,987.0,899648.0,207593.0,239.0,1.9062175555481708,21.64718357283929
2020-06-10,,,2200.0,12342.0,766.0,4616.0,199694.0,6052.0,5.0913451156959155,2.691063120205328
2020-05-29,Germany,799838.0,1683.0,4027.0,91.0,195980.0,373883.0,6454.0,7.083775791597727,21.95596419137943
2020-04-20,Italy,150853.0,,16327.0,468.0,,315107.0,9114.0,8.585685359409387,43.5369871873763
2020-09-26,USA,188489.0,8056.0,21200.0,969.0,295268.0,241538.0,4887.0,7.439034319796982,7.942734443622202
2020-07-10,Brazil,902479.0,8678.0,,154.0,483513.0,445719.0,,0.1535278686051833,71.58918286439705
2020-02-18,China,,7414.0,2808.0,818.0,460445.0,89000.0,,6.839313259193571,55.21008444102302
2020-04-06,Italy,889589.0,6643.0,13851.0,626.0,,435134.0,812.0,8.246577037003068,43.444021980245076
2020-09-13,Italy,542613.0,8732.0,15354.0,206.0,686230.0,364591.0,,5.255334773891381,51.87118432128808
,USA,199756.0,5631.0,15058.0,80.0,533822.0,202940.0,7642.0,9.655986909664092,65.58059820170308
2020-11-09,India,,7945.0,14620.0,614.0,270065.0,235823.0,1730.0,0.04312422443833119,99.47985057432132
2020-07-10,,507763.0,7726.0,31230.0,482.0,394907.0,,9023.0,8.186579506243039,
2020-07-05,Russia,728829.0,5169.0,36681.0,964.0,,237239.0,3424.0,3.3481973191919447,54.036311105385145
2020-08-12,Brazil,926940.0,9430.0,17803.0,591.0,575497.0,330856.0,6062.0,6.504497817378274,77.05337983413398
2020-10-31,Brazil,17669.0,,2167.0,,723800.0,395632.0,2207.0,6.934818944184997,47.52242276595972
2020-05-20,China,913817.0,6787.0,2144.0,102.0,,171508.0,3368.0,3.06249016377262,
2020-09-11,Italy,334154.0,4467.0,2167.0,239.0,315747.0,467403.0,5471.0,9.954244998135076,26.196127781527522
2020-08-03,Germany,506199.0,5232.0,42520.0,,44377.0,403702.0,2227.0,1.032500280703732,39.94792771003256
2020-04-22,Italy,207836.0,8130.0,42136.0,32.0,,411911.0,7639.0,1.5702908516865333,
2020-11-19,,,6196.0,25844.0,34.0,96492.0,1229.0,4380.0,,17.695591071284365
2020-10-22,China,132915.0,3907.0,28163.0,248.0,149836.0,460282.0,1820.0,1.1917987644487182,12.653334490588986
2020-09-04,Italy,196681.0,4288.0,22920.0,999.0,466960.0,242193.0,8840.0,3.812862647459686,96.03420263469043
2020-11-09,USA,575100.0,6734.0,17550.0,49.0,277927.0,435563.0,188.0,7.331422118962014,6.484782393203037
2020-11-15,Russia,802491.0,1080.0,36343.0,279.0,270659.0,261882.0,9414.0,7.914918608357383,50.097277414031026
2020-09-21,,348413.0,6240.0,18254.0,983.0,657430.0,101101.0,5221.0,9.546691768127925,91.9717931236758
2020-11-04,Italy,777150.0,197.0,49311.0,753.0,869282.0,1363.0,8670.0,7.895738346742,60.7520218856873
,Russia,171840.0,7814.0,40011.0,151.0,766410.0,364950.0,6746.0,8.445323841197574,49.52690780066226
2020-09-11,Germany,,,20147.0,,669131.0,82372.0,4612.0,9.493760056944108,74.29933869522203
2020-08-21,Russia,282346.0,,12926.0,,358920.0,479040.0,1888.0,5.536876922741142,35.337529161713235
2020-10-06,USA,,1600.0,,700.0,64206.0,,1550.0,3.4343346009854434,19.371444032546904
2020-03-16,USA,966393.0,7462.0,49485.0,536.0,242220.0,308013.0,7059.0,7.616131446665031,84.72824591896364
2020-11-20,Italy,229707.0,6866.0,23991.0,755.0,345508.0,49729.0,5233.0,1.635415864215567,5.658215897525121
2020-11-16,Brazil,771469.0,3692.0,41851.0,734.0,110532.0,,5635.0,0.6823167000405661,
2020-02-01,Germany,728408.0,8875.0,27563.0,229.0,221586.0,334997.0,33.0,7.853308651227691,10.336608995435082
,Italy,224839.0,3083.0,30688.0,664.0,118090.0,,8487.0,9.506713580628517,62.55678779069756
2020-03-06,Russia,219882.0,3989.0,29023.0,922.0,545224.0,411531.0,1429.0,4.4244694496637536,47.70473286547322
2020-05-16,Italy,627523.0,332.0,,287.0,,233618.0,5246.0,1.6113345344811847,99.85411699220806
,China,569798.0,9963.0,925.0,394.0,411121.0,253941.0,1987.0,4.9702097608686255,38.792077539161305
2020-03-17,China,612233.0,6106.0,16321.0,452.0,396314.0,,,3.9331785195341142,95.72866979138861
2020-10-29,Brazil,242802.0,7333.0,,619.0,27020.0,,2882.0,,40.37805039518151
2020-11-03,Germany,774456.0,6655.0,36748.0,,450488.0,322665.0,9901.0,6.280808399772156,68.17004909161338
2020-07-14,India,857081.0,5308.0,40028.0,914.0,122043.0,286955.0,1547.0,1.7473571471030613,64.36612688452283
,South Africa,893155.0,4200.0,16151.0,,444555.0,,462.0,3.8048154869738027,
2020-04-29,China,527169.0,2721.0,10597.0,,273129.0,445373.0,,8.686768391067304,74.33658183977892
2020-08-21,India,832345.0,8998.0,34187.0,120.0,139355.0,258226.0,,7.296650976171215,20.86676106737414
2020-12-24,USA,636148.0,1064.0,43835.0,15.0,653388.0,,513.0,0.5558846678878915,38.844094585287436
2020-08-26,China,871217.0,9080.0,,738.0,119635.0,19856.0,5174.0,5.139037959624872,78.22007471060898
2020-04-20,China,458253.0,6820.0,35292.0,522.0,,377356.0,3566.0,0.9129531790687828,94.43136866806073
2020-08-27,Germany,848889.0,8512.0,20181.0,714.0,561996.0,355046.0,3803.0,9.574964289485631,55.980365620698876
2020-07-25,,166415.0,3957.0,27235.0,713.0,856730.0,120347.0,3938.0,2.446406408830053,51.93845010185388
2020-10-16,India,455605.0,2382.0,28672.0,97.0,362201.0,440186.0,1471.0,9.326210257134136,50.49234168136502
2020-02-27,Russia,471466.0,3231.0,1578.0,115.0,529342.0,231746.0,8003.0,8.340084084915146,81.65646960313258
2020-10-09,China,139728.0,,45366.0,964.0,209884.0,107780.0,337.0,5.5136443469729945,99.31160799114305
,China,267885.0,1500.0,47295.0,470.0,381724.0,444003.0,7051.0,3.3630457284296855,63.359104377805565
,Germany,147733.0,1568.0,16047.0,,595605.0,239291.0,7444.0,8.579466806906504,37.86224264833902
2020-05-18,,,5892.0,32160.0,280.0,849736.0,76174.0,3412.0,1.5278370093654137,21.86643143830864
2020-08-26,Brazil,815122.0,3281.0,33475.0,348.0,278615.0,348496.0,2392.0,1.7997411389903029,19.88212039162043
2020-12-07,India,294977.0,9711.0,24549.0,231.0,214633.0,122155.0,976.0,2.247226773668094,85.61510016043397
2020-02-26,,626854.0,4089.0,,972.0,101266.0,,4978.0,5.976968978461871,99.23520577525188
2020-12-09,Russia,71240.0,1865.0,1780.0,110.0,726309.0,42541.0,4068.0,3.143252245525142,69.79904404208828
2020-09-14,Brazil,631186.0,9597.0,46579.0,351.0,728316.0,403868.0,9895.0,9.891814394789105,95.58289492879524
2020-02-14,South Africa,339855.0,5600.0,45913.0,929.0,500262.0,410179.0,871.0,1.9511303529316437,34.99955331643185
2020-05-04,USA,974645.0,6055.0,14662.0,11.0,502158.0,114047.0,3409.0,8.056100975541542,62.75952334376038
2020-09-21,Italy,209304.0,4.0,31516.0,983.0,695038.0,32223.0,2589.0,0.9583621850679558,
2020-02-14,China,825455.0,7959.0,32161.0,487.0,709685.0,31024.0,1549.0,3.534465622995194,48.2018157862186
2020-08-09,India,826641.0,1168.0,44499.0,532.0,812959.0,,4461.0,2.437625002060538,
2020-05-19,Brazil,355734.0,2398.0,31886.0,638.0,305394.0,3941.0,2621.0,,31.033881448621226
2020-08-22,,873044.0,2630.0,8800.0,284.0,119917.0,336067.0,2529.0,,64.06223387244681
2020-02-06,India,80522.0,6608.0,49460.0,946.0,,336204.0,7162.0,7.216695257005598,67.28615316823927
,India,,347.0,5439.0,632.0,41583.0,363539.0,8351.0,2.47722125400898,83.61133331705305
2020-12-21,India,669800.0,5861.0,4307.0,,888493.0,496238.0,6399.0,8.112486625866191,73.04814184523146
2020-12-20,China,119107.0,3342.0,2364.0,918.0,365244.0,41617.0,2581.0,3.1122439958518386,31.97744631250937
2020-10-05,Brazil,401176.0,6500.0,16568.0,544.0,494812.0,90815.0,6565.0,1.8728424501148322,45.080003222176046
2020-03-06,,,2574.0,38092.0,391.0,462584.0,316848.0,7105.0,6.9303985142326265,12.037791120946839
,Germany,804253.0,3825.0,5483.0,169.0,68147.0,26025.0,6956.0,2.5757653570794026,25.729413762210473
2020-01-30,,975276.0,4593.0,245.0,76.0,663713.0,83172.0,2934.0,4.855468699784156,52.09450599416435
2020-01-29,South Africa,420474.0,,8430.0,964.0,452552.0,369163.0,2311.0,1.3153342231404497,10.076078086452478
2020-05-12,India,92889.0,8244.0,8183.0,296.0,43042.0,305368.0,2795.0,7.245980110431725,57.0606295799736
2020-07-08,Brazil,88952.0,148.0,38692.0,329.0,355269.0,13277.0,4328.0,4.0683620505387275,39.02791516962638
2020-10-13,Russia,717884.0,8694.0,30086.0,62.0,696356.0,441934.0,6823.0,1.4057975943726098,3.476627544523847
2020-09-13,Italy,415331.0,869.0,49671.0,269.0,746317.0,493942.0,4328.0,7.41595046790982,43.44478816107554
2020-06-23,South Africa,904498.0,3521.0,,215.0,,303139.0,3588.0,1.0336219203173624,28.11401764491479
2020-04-25,,701793.0,3871.0,13901.0,189.0,55918.0,376859.0,3116.0,5.748204225089662,6.697737419109517
2020-12-30,South Africa,221576.0,,3907.0,74.0,384369.0,400755.0,4653.0,6.074851696900513,29.33698613948651
2020-06-16,India,743681.0,7595.0,,685.0,775344.0,294997.0,3747.0,9.303505003746974,29.409512372605363
2020-06-25,Italy,498149.0,4833.0,28604.0,509.0,593170.0,,6824.0,1.5098049854523587,35.50736706044177
2020-03-18,Germany,865796.0,6670.0,37869.0,578.0,561110.0,354608.0,1459.0,6.533463597302696,36.647496917532905
2020-10-21,Russia,856509.0,2451.0,14537.0,,835192.0,6909.0,4430.0,3.807685813952666,42.97715047882442
2020-09-16,Russia,302788.0,4385.0,12501.0,52.0,4200.0,93605.0,2451.0,4.008143470263094,9.195812772455625
2020-04-06,India,,8530.0,37371.0,495.0,47259.0,260175.0,7331.0,5.018251819438082,0.5277782274867304
2020-02-19,South Africa,275455.0,2824.0,49103.0,947.0,532815.0,184505.0,4090.0,2.3378461204900525,73.60072871996685
,South Africa,,6854.0,46154.0,93.0,519193.0,308228.0,8963.0,4.61183238952458,33.7346449427138
2020-09-03,Russia,129466.0,9885.0,36821.0,624.0,,234029.0,5041.0,6.86846168400835,61.36117754574546
,Italy,30531.0,5964.0,23196.0,228.0,796967.0,204641.0,1111.0,,30.703481993318583
2020-12-14,India,14588.0,986.0,6073.0,249.0,,450032.0,9786.0,0.4250842733108928,
2020-03-13,China,835848.0,8171.0,49293.0,390.0,,,9473.0,2.5782624754485783,31.542470431670434
2020-06-18,Brazil,143452.0,3490.0,10561.0,720.0,200772.0,243301.0,3585.0,3.514602127531096,60.50444025208442
2020-12-11,Italy,698005.0,8076.0,18101.0,979.0,488774.0,332746.0,7601.0,3.547211368896337,21.99712486154135
2020-06-14,Brazil,411034.0,3767.0,45516.0,181.0,274582.0,,2373.0,0.810068925193218,51.78023783769542
2020-08-28,China,,2006.0,31426.0,266.0,,114200.0,6842.0,4.495705516172631,57.93308066703147
,,545999.0,7925.0,29341.0,,219712.0,,8533.0,6.9194901898856696,18.282403964069672
2020-04-25,Brazil,660457.0,3107.0,7313.0,954.0,120127.0,11998.0,5098.0,0.4867201804862331,12.365540669799923
2020-12-25,Italy,902780.0,4468.0,,,70388.0,,4723.0,7.509241723732306,97.36012901464271
2020-06-10,Brazil,683753.0,3330.0,28003.0,961.0,252355.0,361895.0,,9.551052029634585,89.32676153022155
2020-11-24,Brazil,808508.0,8722.0,26420.0,666.0,858681.0,176451.0,2925.0,,66.00671320718598
2020-04-10,USA,346418.0,,5714.0,82.0,323227.0,212466.0,9464.0,1.9369231593214464,86.10542712552545
2020-04-04,Italy,319753.0,6247.0,49551.0,185.0,724079.0,497220.0,709.0,5.434877823452923,9.556037299543284
2020-02-01,South Africa,684677.0,8432.0,,860.0,817786.0,190660.0,6992.0,2.1804948655006884,72.93762483195438
2020-09-02,South Africa,497981.0,1896.0,26098.0,996.0,648653.0,381431.0,738.0,7.64626031677868,28.560434535967303
2020-05-27,USA,58480.0,7883.0,42294.0,650.0,210883.0,,9970.0,3.121343149594431,
2020-11-14,India,793476.0,3324.0,13582.0,566.0,149865.0,213685.0,4590.0,2.9362528231791805,76.48139183852453
2020-07-02,Russia,988537.0,,43583.0,530.0,430282.0,193470.0,6087.0,0.009238757834418854,
2020-12-20,South Africa,774597.0,4750.0,13760.0,347.0,,469009.0,3718.0,2.701261881882757,69.48381810990226
2020-03-25,Brazil,55486.0,7618.0,6255.0,422.0,71135.0,440426.0,8201.0,2.1767052190685887,43.48667904731541
2020-11-15,,55162.0,782.0,16622.0,980.0,668800.0,306704.0,5081.0,3.4324096714247574,43.96728718781162
2020-10-15,South Africa,734647.0,4055.0,35983.0,857.0,797721.0,110716.0,9929.0,1.476566530243002,90.7278100066097
2020-10-13,Italy,29882.0,7789.0,40309.0,981.0,371488.0,123362.0,2578.0,,85.97363859296713
2020-11-07,Brazil,578366.0,8199.0,29715.0,453.0,635856.0,69201.0,1558.0,2.387415434923428,5.753374475612882
2020-10-09,Russia,845166.0,3139.0,36415.0,266.0,311322.0,388099.0,4000.0,8.317508647481759,61.831543090121436
2020-08-24,India,238680.0,5007.0,21792.0,506.0,201769.0,494194.0,4545.0,,43.584616465022485
,South Africa,,4051.0,42576.0,141.0,66500.0,108894.0,5339.0,2.1086959945966033,11.781446431341426
2020-02-02,South Africa,174898.0,7575.0,22724.0,315.0,474694.0,16734.0,9056.0,0.5675136193943475,85.10513862884144
2020-12-03,Germany,350129.0,8709.0,3652.0,675.0,379928.0,467592.0,9992.0,7.399066900217438,7.151107304770276
2020-08-21,South Africa,306172.0,3190.0,26297.0,763.0,,208670.0,2716.0,5.082081750375559,3.2097395266909134
2020-10-22,China,968835.0,5637.0,32422.0,,431585.0,465796.0,4302.0,1.137829973804828,19.751553995330127
2020-07-05,Brazil,512871.0,,14028.0,296.0,669544.0,123107.0,,2.213347826175116,30.337925660009233
2020-03-02,Russia,623226.0,8138.0,13803.0,897.0,592771.0,395279.0,5830.0,9.987190720598425,6.088077742744391
2020-03-05,China,642607.0,4482.0,6307.0,952.0,239883.0,22313.0,1997.0,8.060287267835793,64.13114591032819
2020-09-13,USA,556831.0,1865.0,31325.0,874.0,464990.0,385448.0,2931.0,,43.7150024181551
2020-06-18,India,,5489.0,31574.0,571.0,381322.0,420303.0,2130.0,5.4255483061534395,41.218886160922764
2020-03-30,South Africa,29362.0,1376.0,19262.0,915.0,668516.0,438995.0,4412.0,4.160171589005932,14.53407339614239
,,420531.0,9097.0,1535.0,21.0,395627.0,433397.0,6513.0,0.3638956540085647,43.77890836372666
2020-02-13,Russia,158818.0,5408.0,,383.0,277818.0,149277.0,2796.0,7.786770092129064,39.01659444754074
2020-08-09,Brazil,403273.0,8163.0,15749.0,125.0,632995.0,250649.0,7748.0,7.169861132232274,38.36427199212291
2020-04-23,China,242721.0,5058.0,,102.0,68460.0,12464.0,6323.0,4.088023144958777,21.8567011871741
2020-10-22,,829347.0,9156.0,17332.0,899.0,,371230.0,6745.0,8.458971368806274,9.44373347923062
,,938565.0,6283.0,29534.0,951.0,145713.0,27132.0,,5.347390948892144,
2020-06-26,Brazil,837802.0,1976.0,10834.0,732.0,220899.0,50737.0,1555.0,0.6520843941180343,66.72701648905253
,South Africa,689517.0,6443.0,20325.0,109.0,884696.0,239246.0,8181.0,2.5940629024688135,7.292343676747171
2020-02-15,Germany,373519.0,4759.0,,569.0,313051.0,496179.0,4443.0,4.617728360858461,38.23244412447515
2020-06-05,Germany,142394.0,7595.0,48205.0,471.0,434355.0,100584.0,8522.0,1.0344923871079714,51.43762306323526
,India,,4920.0,1403.0,64.0,608613.0,200357.0,4705.0,5.710811928629051,96.31518126056335
2020-08-15,Brazil,471058.0,1887.0,,471.0,826083.0,457765.0,4839.0,1.2056816168340145,84.38250021003479
2020-05-01,India,820449.0,991.0,29659.0,569.0,712675.0,35306.0,3958.0,2.0050818548424854,91.66133327299426
2020-09-17,Brazil,843224.0,5228.0,7591.0,,,25592.0,4664.0,8.939836613382283,82.00015414948275
2020-11-12,Russia,945246.0,8046.0,12996.0,75.0,408874.0,377275.0,9876.0,9.99812388041234,58.91145784558274
2020-10-16,Russia,228208.0,6450.0,37828.0,18.0,563195.0,215059.0,9162.0,5.502533440466868,86.07868045320124
2020-02-04,,982312.0,3604.0,47830.0,,210792.0,224866.0,746.0,6.196486101317649,56.52474509634985
2020-07-05,South Africa,391342.0,1083.0,34370.0,996.0,588205.0,44758.0,2184.0,7.974311469264302,35.77479930418561
2020-02-27,India,804061.0,8626.0,13472.0,,424963.0,257579.0,7946.0,6.9613949620408935,37.23420006191631
2020-04-14,South Africa,652902.0,20.0,29098.0,761.0,258700.0,254062.0,9576.0,1.8246654465471634,56.546171331669825
2020-12-26,Brazil,925749.0,9664.0,2196.0,359.0,731389.0,231910.0,5321.0,4.1167152453844436,80.94396227262133
2020-03-11,Germany,96950.0,1099.0,11091.0,874.0,445356.0,360536.0,9210.0,5.351165189084005,13.365268821139942
2020-07-11,South Africa,174942.0,6841.0,15040.0,885.0,579224.0,380222.0,7148.0,3.59711992146708,3.926521963143037
2020-08-21,Brazil,64829.0,2637.0,49262.0,451.0,26178.0,480373.0,2024.0,1.7610616975779492,78.95686261553774
2020-09-19,Russia,769890.0,8581.0,48784.0,78.0,392758.0,6577.0,6173.0,,64.75920692238667
2020-08-01,Brazil,534876.0,7744.0,6023.0,,99423.0,247701.0,9734.0,1.988464050793578,82.13103058537618
2020-01-25,,917946.0,3413.0,,171.0,723110.0,85230.0,2711.0,2.6048592870180407,97.66765269929508
2020-05-13,USA,891712.0,7457.0,28377.0,211.0,8000.0,139335.0,7018.0,2.8651961512843247,25.139401142010065
2020-07-18,,496195.0,,36635.0,885.0,108407.0,344885.0,9646.0,,19.429197534748145
2020-02-21,USA,994843.0,6402.0,42337.0,444.0,132157.0,270216.0,7197.0,8.495516229953328,34.097854739930035
2020-05-21,USA,,4521.0,40409.0,148.0,573613.0,60814.0,1702.0,6.106163188646962,
,Russia,692505.0,5125.0,5004.0,9.0,898300.0,246575.0,5529.0,8.347481299921387,1.3963867954796982
2020-02-18,Italy,272743.0,,9963.0,541.0,455279.0,254355.0,7216.0,4.9372931350910925,1.0532258718031318
2020-06-06,South Africa,334738.0,8382.0,13796.0,791.0,672982.0,378530.0,7655.0,5.195630401207354,21.678638691053422
2020-03-07,India,,8339.0,,943.0,126190.0,438522.0,5417.0,6.161446301343643,37.5916295733441
2020-08-04,China,732790.0,4353.0,7077.0,54.0,326046.0,498882.0,6324.0,,30.234608831509778
2020-09-15,,658299.0,3550.0,29848.0,,266978.0,370682.0,,4.965840948311035,82.49178427748609
2020-10-23,Italy,252856.0,8031.0,12526.0,638.0,347877.0,,8313.0,5.469151290676818,68.97223856466589
2020-03-30,,284293.0,4105.0,3261.0,179.0,536296.0,480865.0,9668.0,,83.78336819208785
2020-03-19,Italy,914048.0,9302.0,17046.0,743.0,864930.0,133025.0,,8.829081318245303,38.37602945537664
2020-02-26,,721927.0,5083.0,13397.0,,571517.0,70499.0,8219.0,,59.581028473009425
2020-08-27,Germany,141280.0,8816.0,25269.0,421.0,252844.0,497506.0,5378.0,0.41282466792517125,51.54554491969107
2020-09-21,South Africa,197170.0,2175.0,36158.0,450.0,112892.0,499272.0,2124.0,6.80333951758179,47.47265484434591
2020-02-01,,371178.0,9270.0,25757.0,92.0,663372.0,93405.0,431.0,0.49198666644877376,28.810320977117275
2020-12-09,India,180564.0,,15299.0,519.0,313269.0,257654.0,4974.0,0.6035106495265807,70.92206304912824
2020-02-08,India,20951.0,,1902.0,412.0,85702.0,339125.0,3777.0,1.5926339684414281,52.40296059738475
2020-07-26,China,,1195.0,,,870596.0,430975.0,7037.0,,7.860278108894425
2020-09-21,Russia,571054.0,,42399.0,,140921.0,151257.0,1085.0,4.349961118512089,0.052238433640017234
,China,843446.0,3358.0,48330.0,964.0,172444.0,467199.0,6195.0,,2.0319048855225397
2020-09-23,Germany,159423.0,2438.0,46308.0,,,34699.0,6259.0,9.922881929721738,
2020-10-23,USA,477432.0,8808.0,3846.0,,473863.0,115799.0,2485.0,3.8523275471208662,
2020-05-17,Italy,442602.0,4244.0,,432.0,433205.0,361320.0,8292.0,2.4275309651976054,30.56656871801583
2020-10-28,,611410.0,3343.0,49376.0,953.0,437586.0,335634.0,5398.0,5.75252408584729,15.664237860901487
2020-02-18,Brazil,795740.0,1811.0,2520.0,162.0,569340.0,315883.0,5078.0,2.1515095260700488,51.54493017802869
2020-11-24,China,,171.0,40832.0,945.0,771430.0,55631.0,7202.0,9.405434317918846,97.01814133028954
2020-07-28,USA,468361.0,4142.0,20098.0,39.0,,,3048.0,2.5925430204556923,16.069663871089002
2020-10-29,USA,83211.0,625.0,,765.0,623715.0,169366.0,6502.0,9.899341356532716,
2020-06-25,India,421280.0,5906.0,,,,12920.0,799.0,4.186681903808455,46.2103022474034
2020-08-30,Italy,447095.0,7983.0,23136.0,,654879.0,226592.0,3822.0,8.126860073637515,64.08407528745529
2020-07-21,USA,126534.0,4063.0,35885.0,783.0,184236.0,184681.0,5611.0,6.4828032504577005,60.02499908656452
2020-09-29,Russia,,8644.0,30720.0,589.0,362691.0,333240.0,6009.0,9.334941744447358,52.119927941165834
2020-02-19,China,388348.0,9610.0,21157.0,,,211997.0,9487.0,,73.72682136224235
2020-02-11,China,436156.0,8142.0,48372.0,815.0,501490.0,62358.0,5263.0,5.8121797944185065,84.59455592771535
2020-04-16,Germany,604281.0,753.0,19674.0,766.0,836713.0,417481.0,8626.0,6.528524445685124,99.89669074171255
2020-03-16,,985979.0,6851.0,32357.0,90.0,,238461.0,5570.0,7.864655321445449,
2020-11-16,,,5104.0,12578.0,483.0,337429.0,466467.0,,8.98841632190808,99.49566211264528
2020-04-06,India,835358.0,7343.0,2251.0,384.0,,215676.0,4640.0,2.668149000964916,73.04994102778709
2020-12-22,Italy,,6926.0,13513.0,192.0,201109.0,140510.0,5333.0,2.0088709188011036,
,Brazil,744261.0,6827.0,37429.0,252.0,23423.0,115434.0,8839.0,0.34349695665979674,63.96830656663342
2020-03-24,,922896.0,9417.0,27105.0,789.0,84693.0,70779.0,,3.700792030436002,91.0744294761265
2020-10-19,China,550193.0,8359.0,46871.0,654.0,215777.0,421845.0,1431.0,,94.79343060566305
2020-09-04,Brazil,204580.0,3685.0,20990.0,243.0,875292.0,,5172.0,0.698574286368866,17.84933279570299
2020-07-11,India,574673.0,8277.0,25499.0,723.0,525994.0,455658.0,2361.0,5.385200764633518,49.34238410652909
2020-07-31,China,30653.0,9869.0,6421.0,706.0,838185.0,397301.0,7541.0,6.947886362310644,94.14498501496531
2020-09-25,China,91865.0,1982.0,24591.0,269.0,355899.0,235493.0,723.0,8.368530331210586,38.211283099159054
,China,477936.0,4944.0,26979.0,840.0,827766.0,82926.0,,5.834303219754965,23.267653567934264
2020-12-29,China,650101.0,7892.0,20835.0,18.0,591436.0,417729.0,9171.0,1.8632001019295275,10.26531783219956
2020-12-22,Russia,145871.0,,37693.0,39.0,,322228.0,8275.0,9.64536258218224,59.72176035440051
2020-09-01,China,715463.0,8191.0,12202.0,609.0,626889.0,86230.0,1365.0,0.946515104020379,70.0272829732365
2020-03-30,Germany,248535.0,8633.0,35414.0,515.0,751323.0,325749.0,8741.0,,19.554798637722236
2020-09-11,Brazil,539340.0,8462.0,25666.0,32.0,837059.0,323810.0,3853.0,0.8655922384330861,67.36381131720869
2020-02-15,India,137116.0,343.0,19290.0,810.0,539834.0,,4682.0,1.434191076811152,89.96191921835839
2020-02-01,Germany,150943.0,9398.0,,676.0,704095.0,80420.0,,8.98215593694945,24.357945429739424
2020-04-19,Russia,220375.0,3081.0,37077.0,449.0,,330556.0,8343.0,7.530746586017598,12.199989565168767
2020-06-29,South Africa,505935.0,,49600.0,538.0,680659.0,484959.0,7689.0,3.6550827123198335,83.54239726798686
2020-11-15,South Africa,,9449.0,19396.0,684.0,460143.0,257655.0,5157.0,6.38724356656204,91.64464363862437
2020-09-28,Germany,545669.0,2291.0,,848.0,43347.0,313322.0,3498.0,4.572472217106943,21.486194244589363
2020-10-03,USA,672634.0,,27122.0,624.0,,71092.0,2985.0,0.6653776089631369,72.13805492346643
2020-06-16,USA,,4362.0,,945.0,696136.0,479243.0,1567.0,7.211276163386957,59.091946305237165
2020-05-20,USA,,1653.0,45435.0,884.0,360347.0,38009.0,8403.0,,23.91964531317977
2020-05-28,Italy,345252.0,4988.0,40078.0,891.0,540236.0,,6669.0,,82.36576887810037
2020-12-26,USA,235020.0,6344.0,23267.0,606.0,25118.0,63976.0,4191.0,5.4063734661128,47.043741468213085
2020-02-04,,49892.0,8430.0,47735.0,318.0,778790.0,388346.0,9718.0,6.731379510014559,70.03338744589355
2020-11-15,Germany,,9106.0,42007.0,744.0,890161.0,244290.0,7156.0,4.380504183748679,30.14228300631393
2020-08-08,India,877933.0,1438.0,7088.0,645.0,,,8713.0,3.189092591078264,81.57816000711111
2020-06-20,Brazil,739280.0,3016.0,,123.0,17021.0,,6517.0,4.116999951881093,26.42859585775471
,USA,345535.0,9652.0,12822.0,371.0,467108.0,70935.0,5135.0,9.117523566644877,
2020-07-07,Russia,280064.0,8166.0,36589.0,350.0,451180.0,,9894.0,1.6417128504418865,
2020-11-17,Italy,,6389.0,1436.0,322.0,48215.0,144720.0,6751.0,2.484998176205455,20.6426839115184
2020-11-26,Brazil,256216.0,5977.0,45665.0,487.0,263367.0,489639.0,8209.0,6.061907913777321,87.43694219022248
,Russia,788326.0,3079.0,27281.0,450.0,167182.0,,7174.0,1.162813215611862,11.348783995282908
2020-04-26,Italy,817417.0,6295.0,22481.0,352.0,90162.0,,1719.0,8.91864511652427,56.3129065384929
